title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher,review_count_log,is_highly_rated,rating_category,decade,genre_count,avg_rating_by_author,total_books_by_author
My Gtfor4,Uzmpbhgk Uppolrei,978-2611264717,1970,1.5,885,['Science Fiction'],284,Spanish,Publisher 43,6.786716950605081,False,Low,1970,1,1.5,1
An 5mzgva,Ebsritrf Wiyawyw,978-5926613934,1979,3.8,1986,['Thriller'],649,French,Publisher 22,7.594381242551816,False,Medium,1970,1,3.8,1
An Hbualf,Etvhfiye Dwpyluz,978-4502468744,1995,1.4,1186,"['Fiction', 'Romance']",913,German,Publisher 34,7.079184394609668,False,Low,1990,2,1.4,1
The Kcxn9y,Vdotvbb Pfchy,978-9007479489,2020,4.6,2757,['Biography'],887,German,Publisher 39,7.9222610583532465,True,High,2020,1,4.6,1
An P5iiad,Serul Mtkgm,978-3233542699,1900,1.4,2031,['Thriller'],230,English,Publisher 41,7.616775808698372,False,Low,1900,1,1.4,1
An Rnljg6,Spqrpa Whszxcc,978-8207183095,1997,3.2,2746,['Mystery'],73,German,Publisher 21,7.918264686095274,False,Medium,1990,1,3.2,1
An N8leoc,Awvxwag Sjgwqo,978-4441182471,1913,4.2,2952,['Non-Fiction'],906,English,Publisher 9,7.990576881743922,True,High,1910,1,4.2,1
My M5hixz,Eroaesz Stzlhrj,978-2109825637,2005,4.2,2155,"['Biography', 'Fiction']",291,English,Publisher 13,7.6760099320288875,True,High,2000,2,4.2,1
An Gvsex0,Vuuxwe Xxqrrr,978-4135358761,2006,2.2,4736,"['Fantasy', 'Non-Fiction', 'Mystery']",152,French,Publisher 28,8.463159302923751,False,Low,2000,3,2.2,1
A Odj1zx,Wosotq Kvenr,978-6520623104,2000,2.7,2528,"['Romance', 'Biography', 'Science Fiction']",830,English,Publisher 8,7.8355792466699645,False,Low,2000,3,2.7,1
My 5uchyg,Hzhra Axfvum,978-4475970113,1914,4.1,168,"['History', 'Non-Fiction', 'Classics']",793,English,Publisher 41,5.1298987149230735,True,High,1910,3,4.1,1
My Qajqu0,Rsanzkv Idplyfqo,978-7827280268,1901,4.7,784,['Thriller'],71,Chinese,Publisher 37,6.665683717782408,True,High,1900,1,4.7,1
An Ruerjf,Ideexi Mdjbfpmn,978-7132865354,1968,4.4,3686,"['Biography', 'Mystery']",94,German,Publisher 13,8.212568398234144,True,High,1960,2,4.4,1
The X4tw3n,Qvsodwdv Thhoootu,978-3491520335,2013,4.3,4756,"['Fantasy', 'Fiction']",387,English,Publisher 24,8.467372496432281,True,High,2010,2,4.3,1
An Qovgmf,Gddvew Htwtev,978-4464119590,2010,1.6,1114,"['Biography', 'Fantasy', 'Mystery']",601,French,Publisher 37,7.0166096838942185,False,Low,2010,3,1.6,1
My Yfanra,Kikgz Fhmdnt,978-2740724614,1966,3.3,1481,"['Non-Fiction', 'Thriller']",518,French,Publisher 16,7.301147805856032,False,Medium,1960,2,3.3,1
The Pnua82,Llxatk Yuyzw,978-7145235414,1929,4.7,1598,"['Mystery', 'History']",954,Spanish,Publisher 13,7.377133712833954,True,High,1920,2,4.7,1
My Gt43ef,Bgcevm Unfxnblh,978-8480711116,1940,1.5,4280,['Thriller'],133,English,Publisher 25,8.361941906144946,False,Low,1940,1,1.5,1
My Deirt9,Yrsucb Hqejz,978-1404006206,1978,3.3,4459,"['Thriller', 'Science Fiction', 'Fiction']",280,Spanish,Publisher 36,8.40290404501411,False,Medium,1970,3,3.3,1
A B1ybdp,Ysdpg Dqiae,978-8686607342,1926,2.6,745,"['Romance', 'Thriller', 'Non-Fiction']",138,German,Publisher 13,6.61472560020376,False,Low,1920,3,2.6,1
An 74p2s9,Mporn Cuxvr,978-5782193545,1922,3.0,4170,"['Classics', 'Biography', 'Fiction']",94,Chinese,Publisher 41,8.335911094196945,False,Low,1920,3,3.0,1
My Gughpm,Sswzk Vkvhwnkj,978-5341861538,1995,1.5,4805,"['Non-Fiction', 'Thriller', 'Fiction']",951,Spanish,Publisher 26,8.477620416296414,False,Low,1990,3,1.5,1
My Nrsdhx,Zevzmgar Wzrwvpe,978-7557045820,1979,4.6,1419,"['Science Fiction', 'Biography', 'Fantasy']",972,French,Publisher 1,7.258412150595306,True,High,1970,3,4.6,1
The Bjbiki,Wxpukm Pxknwkki,978-5143033620,1928,1.2,754,['History'],326,Chinese,Publisher 2,6.626717749249025,False,Low,1920,1,1.2,1
My 7sl2fb,Wefittnk Voian,978-7444899311,1928,3.5,4567,"['Science Fiction', 'Romance', 'Thriller']",716,Chinese,Publisher 45,8.426830751335846,False,Medium,1920,3,3.5,1
An Uh9oow,Kfzran Hslakflf,978-9878015409,1920,1.9,4667,"['Fantasy', 'Classics', 'Biography']",254,German,Publisher 47,8.448485993406447,False,Low,1920,3,1.9,1
An E0hv2f,Dhouzek Mghvwee,978-6914413510,2008,1.7,1238,"['Classics', 'Science Fiction']",874,French,Publisher 44,7.122059881629142,False,Low,2000,2,1.7,1
My Aoxytk,Eeewap Bxwyxpf,978-1443879853,1968,2.4,1063,"['Fiction', 'History']",794,Spanish,Publisher 7,6.969790669901589,False,Low,1960,2,2.4,1
A Hrmvrp,Asggibs Tkjypv,978-6714056049,1979,3.5,2100,"['Romance', 'History']",376,German,Publisher 40,7.650168700845001,False,Medium,1970,2,3.5,1
The Frhrps,Mvkidc Qkbwir,978-9461954159,1988,1.3,4200,"['Fantasy', 'Romance', 'Classics']",442,Chinese,Publisher 41,8.343077871169381,False,Low,1980,3,1.3,1
My Yggx0z,Jtfxaxia Uqscka,978-8001627743,1945,3.5,4919,['Classics'],74,Chinese,Publisher 34,8.501063809486354,False,Medium,1940,1,3.5,1
My Xfqfl8,Ivrpy Afbcfexe,978-4378431401,1909,3.2,3348,"['History', 'Non-Fiction', 'Classics']",611,German,Publisher 22,8.116417072794205,False,Medium,1900,3,3.2,1
An Nucfl4,Cfzwcui Fikpd,978-1289254196,1921,1.6,2611,"['Fiction', 'Classics', 'Thriller']",763,English,Publisher 40,7.867871490396322,False,Low,1920,3,1.6,1
The Bjlnb1,Djjrevx Vbwqxhks,978-2437517127,1984,1.3,2650,"['Fantasy', 'Classics']",279,Spanish,Publisher 37,7.8826922062890254,False,Low,1980,2,1.3,1
The Ufanfl,Egsbya Fmiiy,978-2667184204,1992,4.0,1237,"['Science Fiction', 'Classics']",360,German,Publisher 26,7.121252453244542,True,Medium,1990,2,4.0,1
The Kzxmei,Pkaxoe Jukkr,978-2418765029,1975,1.4,3241,['Classics'],921,Chinese,Publisher 48,8.08394570229562,False,Low,1970,1,1.4,1
A Dvfcsp,Gnoaldpl Crbjua,978-1958628084,2020,3.1,3279,"['History', 'Non-Fiction']",416,Spanish,Publisher 44,8.095598701378188,False,Medium,2020,2,3.1,1
An Xshi2k,Jbfiqg Vflqs,978-2608033085,1977,2.1,4104,['Fiction'],973,English,Publisher 45,8.31996102188653,False,Low,1970,1,2.1,1
An Osy8e5,Mbvwf Ekspls,978-8663425022,1962,2.6,261,['Fantasy'],597,Spanish,Publisher 28,5.568344503761097,False,Low,1960,1,2.6,1
My P61ihb,Ewibzaz Caezb,978-7565470903,1939,2.9,564,['Non-Fiction'],994,French,Publisher 46,6.33682573114644,False,Low,1930,1,2.9,1
A Imxokz,Azmajy Ixtxmg,978-3424794664,1926,3.4,3741,"['Romance', 'Science Fiction']",841,French,Publisher 46,8.227375506834035,False,Medium,1920,2,3.4,1
The Kjiwag,Jwxvd Mgkpeqwh,978-8709633435,2004,3.8,185,['Romance'],769,German,Publisher 31,5.225746673713201,False,Medium,2000,1,3.8,1
An Zaikl3,Pgyqx Fpjhsph,978-5409328503,2018,4.3,4326,['Fiction'],614,German,Publisher 37,8.372629740224884,True,High,2010,1,4.3,1
A Unzm3i,Hsgzcym Mjqnbce,978-5363183468,1927,1.9,1106,"['History', 'Science Fiction', 'Thriller']",104,Chinese,Publisher 18,7.009408932708637,False,Low,1920,3,1.9,1
An Raq48f,Evvlhdx Uwcualrh,978-3327330916,1993,2.0,4971,"['Thriller', 'Non-Fiction', 'Science Fiction']",417,German,Publisher 7,8.511577452630602,False,Low,1990,3,2.0,1
An Xrkh4m,Gldeoxz Zsjpfzhh,978-7398198140,2023,2.1,1524,['Biography'],742,Spanish,Publisher 4,7.3297496890415115,False,Low,2020,1,2.1,1
The Vjq8xs,Xpdsvwu Glovi,978-2083022089,1965,1.4,1118,['Classics'],80,French,Publisher 35,7.020190708311925,False,Low,1960,1,1.4,1
My 6mp6mq,Wjcdm Ywhbhwda,978-3899160130,2008,4.7,274,"['Fantasy', 'Fiction']",146,Spanish,Publisher 5,5.616771097666571,True,High,2000,2,4.7,1
My Hv4evo,Ttjirum Jvhzm,978-1401450196,1980,3.2,96,"['Classics', 'Fantasy']",487,German,Publisher 13,4.574710978503383,False,Medium,1980,2,3.2,1
My Aqihb8,Tkgui Rqxvoyc,978-1106220024,2008,4.8,2678,"['Classics', 'Mystery']",339,Chinese,Publisher 41,7.893198869544609,True,High,2000,2,4.8,1
My Mg5zl1,Rudfqrma Fpwzz,978-3614871749,1992,4.6,1462,['Fiction'],322,German,Publisher 7,7.288244401020124,True,High,1990,1,4.6,1
The With3w,Xyqhz Bwtns,978-3574711140,1981,2.3,1433,"['Non-Fiction', 'Fantasy']",502,Chinese,Publisher 48,7.2682230211595655,False,Low,1980,2,2.3,1
A 0bohng,Gkadv Zgrvq,978-9151472430,1972,2.8,2777,['Non-Fiction'],593,Chinese,Publisher 36,7.929486523314289,False,Low,1970,1,2.8,1
A Hdavii,Qkqvia Himjv,978-9481523388,1968,2.4,1325,"['History', 'Fantasy']",590,English,Publisher 27,7.189922170745808,False,Low,1960,2,2.4,1
An Pu5w4v,Mpizhw Kniujzb,978-9405998307,1919,4.7,168,"['Non-Fiction', 'Thriller', 'History']",117,German,Publisher 11,5.1298987149230735,True,High,1910,3,4.7,1
The Xywjzk,Zzxebyp Gzhvmb,978-7152081714,1940,4.3,3652,['Mystery'],434,Spanish,Publisher 16,8.203304026795282,True,High,1940,1,4.3,1
A M7lc3y,Ecftv Ykgitqkb,978-4404749652,1996,4.2,1083,"['History', 'Fantasy', 'Romance']",294,German,Publisher 18,6.988413181999591,True,High,1990,3,4.2,1
An Aufala,Iwnod Zguvnx,978-2309830185,1945,3.0,1730,"['Fiction', 'Romance']",249,Spanish,Publisher 34,7.456454555176209,False,Low,1940,2,3.0,1
The 3v9gsb,Gweuxcxg Zdqoghrf,978-5263975181,1938,3.5,2872,"['Mystery', 'Fiction']",405,English,Publisher 47,7.96311205897929,False,Medium,1930,2,3.5,1
The Tpewps,Wcukfsnc Zcxtbkg,978-1208397820,2001,2.8,2624,"['History', 'Romance', 'Fantasy']",588,Chinese,Publisher 39,7.872836175025724,False,Low,2000,3,2.8,1
A Npq7k8,Oolwjxq Oamons,978-5455868649,1923,4.7,4683,"['Science Fiction', 'Mystery']",881,German,Publisher 17,8.451907724717607,True,High,1920,2,4.7,1
The Tfyz2a,Pvdif Ylcrebyt,978-4840046282,1926,4.8,4377,"['Romance', 'Fiction']",462,Spanish,Publisher 4,8.384347278082808,True,High,1920,2,4.8,1
A Vficog,Tqubt Jrflbsw,978-8514574916,1948,3.0,4236,['Biography'],551,French,Publisher 25,8.351610750626559,False,Low,1940,1,3.0,1
A Vcz4up,Ccznt Krgbb,978-1423819036,1921,3.5,691,"['Mystery', 'Non-Fiction', 'Science Fiction']",789,Spanish,Publisher 11,6.539585955617669,False,Medium,1920,3,3.5,1
A Dtvvge,Uvxkqu Ehonuwv,978-4104946573,2024,1.8,2437,"['Fiction', 'Thriller']",939,Chinese,Publisher 21,7.798933310041217,False,Low,2020,2,1.8,1
An Cxxpw0,Nrxweaa Jnlfgagd,978-7190723306,1935,3.3,1253,['Romance'],781,English,Publisher 27,7.1340937211928654,False,Medium,1930,1,3.3,1
A Djj4sq,Oygie Wxynkg,978-5417110736,1980,3.7,3917,"['Biography', 'Fantasy', 'Thriller']",852,Spanish,Publisher 32,8.273336598504486,False,Medium,1980,3,3.7,1
An Wlksdd,Wlhny Zdkiitbl,978-4957165656,1948,3.2,1324,['Non-Fiction'],262,French,Publisher 32,7.1891677384203225,False,Medium,1940,1,3.2,1
A 2npttw,Vxbnb Jlptlu,978-8845962187,1946,3.8,3465,"['Non-Fiction', 'Science Fiction', 'Fantasy']",834,Chinese,Publisher 49,8.150756470275551,False,Medium,1940,3,3.8,1
My Hbtivc,Fzpjnw Sofck,978-6099752817,1919,4.4,1259,['Non-Fiction'],86,German,Publisher 5,7.138866999945524,True,High,1910,1,4.4,1
An R6kqvj,Fablpfc Ephqvrif,978-7153402174,1930,1.3,2347,"['Classics', 'History']",458,Spanish,Publisher 33,7.761319180947987,False,Low,1930,2,1.3,1
My Zmgzdv,Vosqipo Bdjoqte,978-1820941824,1964,3.1,2875,"['History', 'Classics', 'Biography']",590,Chinese,Publisher 39,7.964155718840937,False,Medium,1960,3,3.1,1
My Jkfxjt,Emwlhv Tdjmhp,978-2726305764,1917,4.8,3359,['Thriller'],341,Spanish,Publisher 43,8.11969625295725,True,High,1910,1,4.8,1
An Qfjtyf,Uqhhyoy Pgcxydqo,978-7969596721,1996,3.1,4160,"['Fiction', 'Thriller']",641,Chinese,Publisher 8,8.33351070898294,False,Medium,1990,2,3.1,1
A Zmuugs,Xvvxcv Tatns,978-6079283371,1908,3.8,4739,['Thriller'],492,Spanish,Publisher 1,8.463792414689122,False,Medium,1900,1,3.8,1
A Jjt3gq,Ptbehhko Ztjzcle,978-7805545061,1968,3.4,2146,['Fantasy'],255,French,Publisher 3,7.671826797878781,False,Medium,1960,1,3.4,1
The Zgyqb0,Gnuojaa Mleolubm,978-3017672689,1913,4.9,2559,"['Biography', 'Non-Fiction', 'History']",237,Spanish,Publisher 45,7.847762537473608,True,High,1910,3,4.9,1
My Fyys9y,Lfetbga Bqsbqhl,978-4879658442,1933,1.2,1781,"['Thriller', 'Biography']",366,Spanish,Publisher 8,7.485491608030754,False,Low,1930,2,1.2,1
An Oepcnt,Isvyhx Toigaffi,978-4807586204,1903,1.0,2323,"['Thriller', 'Fantasy', 'Mystery']",646,Chinese,Publisher 1,7.751045117971802,False,Low,1900,3,1.0,1
My Wasxsl,Glposei Ilcdacyr,978-6459114046,1990,3.4,4210,['Fiction'],805,Chinese,Publisher 10,8.345455428161927,False,Medium,1990,1,3.4,1
A 1rnli5,Lrpwyj Uiysvv,978-4668645806,1917,1.7,1869,"['Science Fiction', 'Biography']",532,English,Publisher 49,7.533693709848632,False,Low,1910,2,1.7,1
An Tlhckt,Drxnu Jajndmnv,978-4704791810,1932,4.3,30,"['Science Fiction', 'Fiction', 'Non-Fiction']",287,German,Publisher 47,3.4339872044851463,True,High,1930,3,4.3,1
An Mwywi7,Sapknlse Jjsdle,978-6615569743,1993,4.7,737,"['Non-Fiction', 'Romance', 'Classics']",687,French,Publisher 3,6.6039438246004725,True,High,1990,3,4.7,1
An 35rltg,Zholwh Gcsktmt,978-3474409453,2016,3.2,3346,"['History', 'Biography']",554,English,Publisher 19,8.115819701211326,False,Medium,2010,2,3.2,1
A Owzeap,Jbmrox Olmtgipg,978-9116180313,1964,4.9,2725,"['Fantasy', 'Biography']",525,Chinese,Publisher 10,7.9105906122564775,True,High,1960,2,4.9,1
The Zwnhm6,Sjdww Tjmtir,978-1130123752,1904,2.4,1788,['Science Fiction'],339,English,Publisher 18,7.489412083508719,False,Low,1900,1,2.4,1
A Orlmgx,Caqykdhq Voegjo,978-9954291842,1911,1.5,2277,"['Fantasy', 'History']",527,German,Publisher 13,7.731053144007127,False,Low,1910,2,1.5,1
An Qa9w6k,Hetfy Cusjly,978-6597301972,1924,2.4,3596,['Biography'],400,English,Publisher 32,8.187855443695623,False,Low,1920,1,2.4,1
An Cp000k,Qayereh Vhahkeh,978-2577111985,1933,1.1,3485,"['Fiction', 'History', 'Thriller']",678,German,Publisher 4,8.156510226079966,False,Low,1930,3,1.1,1
An Ns4zk7,Ckefjhu Xyoslffr,978-3822844033,2005,1.1,2798,['Romance'],393,Spanish,Publisher 16,7.937017489515453,False,Low,2000,1,1.1,1
An 3mxecb,Inppyc Jhtvj,978-3515598032,2013,1.8,1241,"['Biography', 'History', 'Science Fiction']",428,French,Publisher 33,7.124478262493424,False,Low,2010,3,1.8,1
The Hf2k93,Falzm Kjobx,978-3895925234,1930,1.7,976,['Classics'],315,Spanish,Publisher 48,6.884486652042782,False,Low,1930,1,1.7,1
A Drdea6,Ioezr Kvowim,978-1299337918,1954,4.7,2233,"['Fantasy', 'History', 'Mystery']",847,Spanish,Publisher 5,7.711548979629145,True,High,1950,3,4.7,1
My Czvyvi,Grkvs Cipzzbj,978-7600402419,1939,2.6,1147,['Thriller'],522,English,Publisher 49,7.045776576879511,False,Low,1930,1,2.6,1
My 4nafvx,Gevrtdg Pvurm,978-9655817311,1998,2.7,1403,"['Romance', 'Mystery']",641,German,Publisher 33,7.247080584585756,False,Low,1990,2,2.7,1
An L6hzjx,Ogcgnac Npbpcc,978-5848252022,1907,3.4,3942,"['Thriller', 'Non-Fiction', 'Fiction']",281,English,Publisher 19,8.279697133877628,False,Medium,1900,3,3.4,1
The Joox6f,Spslgzu Tvcpq,978-8071981779,2016,4.6,1470,"['Biography', 'Romance']",145,German,Publisher 24,7.293697720601437,True,High,2010,2,4.6,1
An Jehfmj,Sqyhpo Hxtlnlf,978-2847998652,1943,3.0,560,"['Fantasy', 'Biography']",588,German,Publisher 32,6.329720905522696,False,Low,1940,2,3.0,1
An Wbhkee,Ddjbxwct Dafwfe,978-8512246404,2002,3.9,1039,"['Fantasy', 'History', 'Thriller']",808,French,Publisher 18,6.946975992135418,False,Medium,2000,3,3.9,1
My 5qbk1r,Wskfazks Tjxpu,978-2760941386,1914,3.5,4118,"['Mystery', 'Non-Fiction', 'Thriller']",360,Chinese,Publisher 44,8.323365694436081,False,Medium,1910,3,3.5,1
My Vaft0b,Hpbvou Liligl,978-5497718711,1983,2.7,1956,"['Classics', 'Fiction']",384,English,Publisher 6,7.579167967396076,False,Low,1980,2,2.7,1
My Uetidv,Taxaje Sikvspbw,978-8366781403,1954,3.7,2636,"['Mystery', 'Classics']",230,English,Publisher 29,7.877397186353287,False,Medium,1950,2,3.7,1
The Y6d8lw,Kexsu Entxix,978-6289873407,1970,1.2,4703,"['Fiction', 'Biography', 'Romance']",628,German,Publisher 46,8.456168489578463,False,Low,1970,3,1.2,1
The Ivt6nd,Jsndhxv Gkrwal,978-1832002937,2006,2.2,3419,['Romance'],677,Spanish,Publisher 6,8.13739583005665,False,Low,2000,1,2.2,1
A Aeiagw,Ephohc Esazbidw,978-6940087107,1965,1.4,2978,['Non-Fiction'],486,Spanish,Publisher 47,7.999342952713282,False,Low,1960,1,1.4,1
An Jkchux,Dwaktcu Rvpyq,978-7816000372,2010,1.7,2125,"['Classics', 'Fiction', 'Fantasy']",709,Chinese,Publisher 38,7.661997558901893,False,Low,2010,3,1.7,1
A Kthofi,Vxaujgqa Agsywjyv,978-3298908154,1958,5.0,1852,['Fiction'],479,Chinese,Publisher 50,7.52456122628536,True,High,1950,1,5.0,1
A Enfuoz,Ismhrpn Efiswkjr,978-2857134124,2022,1.4,2074,['Romance'],610,English,Publisher 13,7.637716432664798,False,Low,2020,1,1.4,1
My Iri9ql,Uocrypp Oikktes,978-7892228465,1944,2.9,679,"['Science Fiction', 'Thriller', 'History']",697,Spanish,Publisher 22,6.522092798170152,False,Low,1940,3,2.9,1
The Vmsdcg,Mkmmath Aorodcz,978-4088628092,2012,2.5,980,"['History', 'Romance', 'Non-Fiction']",933,German,Publisher 16,6.888572459565363,False,Low,2010,3,2.5,1
An Jhylgd,Mcfgebpi Qmzxi,978-8882891166,1919,4.2,2290,"['Fiction', 'Science Fiction', 'Romance']",857,English,Publisher 49,7.736743682453495,True,High,1910,3,4.2,1
A Rrqlta,Qllzpfq Bljlfvbu,978-8961064615,1930,4.5,1520,"['Science Fiction', 'Romance', 'Fiction']",524,Chinese,Publisher 38,7.327123292259293,True,High,1930,3,4.5,1
The Z7gh0g,Xkvwfiw Zqvlqnmx,978-6033541320,1985,1.1,2350,['Fiction'],961,German,Publisher 37,7.762596048540069,False,Low,1980,1,1.1,1
My 2wztwf,Avggdpv Crrvgp,978-7034603964,2013,1.3,2535,"['Non-Fiction', 'Fiction', 'Romance']",391,Spanish,Publisher 45,7.8383433155571165,False,Low,2010,3,1.3,1
An 86lvrw,Cueuf Feaznvzm,978-6193120870,1957,2.6,48,"['Fantasy', 'History', 'Fiction']",320,English,Publisher 33,3.8918202981106265,False,Low,1950,3,2.6,1
My Fmgyjy,Btwwadkn Gsveiyr,978-8445856776,1986,1.5,1703,"['Classics', 'Science Fiction']",642,Spanish,Publisher 24,7.440733707389261,False,Low,1980,2,1.5,1
A Y2gkue,Opuualeu Dimljt,978-1177741305,1930,1.3,2848,['Romance'],715,English,Publisher 1,7.954723334497908,False,Low,1930,1,1.3,1
An Yycf02,Ifmic Mbgzwzp,978-2928241456,2014,3.7,1720,['Romance'],979,Spanish,Publisher 17,7.450660796211539,False,Medium,2010,1,3.7,1
A Zxyna5,Ozzudwpj Uducpe,978-2158627634,2002,2.7,4722,"['History', 'Mystery', 'Fantasy']",376,Spanish,Publisher 1,8.460199469896116,False,Low,2000,3,2.7,1
A Pjoafh,Wazdc Mhlod,978-1224120976,1921,2.9,1914,['Non-Fiction'],309,German,Publisher 7,7.557472901614746,False,Low,1920,1,2.9,1
An Dhfwen,Uihpvcxj Lnjqqvf,978-6851391255,1965,1.9,1349,"['Mystery', 'Fiction']",253,English,Publisher 20,7.207859871432475,False,Low,1960,2,1.9,1
My Vbhlci,Lasdd Kcrtlnyf,978-3946686048,1935,4.9,4503,"['Fiction', 'Classics']",236,German,Publisher 13,8.412721169819527,True,High,1930,2,4.9,1
A O2gz6o,Tbbggqkj Ovgziij,978-3725294697,1911,2.5,1167,"['History', 'Fiction']",189,German,Publisher 13,7.0630481633881725,False,Low,1910,2,2.5,1
An Gx9li4,Rakel Mcvxka,978-6497888899,1927,5.0,1594,"['Fiction', 'Fantasy']",839,English,Publisher 39,7.374629015218945,True,High,1920,2,5.0,1
A 10mbi5,Zujtn Gdsket,978-2054307049,2010,2.4,1968,"['Biography', 'Thriller']",205,Spanish,Publisher 17,7.585281078639126,False,Low,2010,2,2.4,1
A Paub06,Gasnxz Hwdpgaj,978-7245174627,1951,3.5,381,"['Biography', 'Mystery']",215,German,Publisher 35,5.945420608606575,False,Medium,1950,2,3.5,1
An Acyckk,Rcuqg Yhjey,978-7814061576,2014,1.6,4931,"['Science Fiction', 'History']",942,Chinese,Publisher 13,8.503499864284235,False,Low,2010,2,1.6,1
A D52zm7,Ihnxtvm Upodeifz,978-2613993864,1959,5.0,2219,['Fantasy'],509,French,Publisher 45,7.705262474866325,True,High,1950,1,5.0,1
My Easbcw,Nxnews Zgddmw,978-8100312876,1959,2.4,897,"['History', 'Science Fiction']",746,Chinese,Publisher 31,6.800170068302199,False,Low,1950,2,2.4,1
The Rkvmnh,Pdgbqm Ndnqnl,978-4631115220,1986,1.8,414,"['Non-Fiction', 'Biography', 'Classics']",201,English,Publisher 34,6.028278520230698,False,Low,1980,3,1.8,1
The Sxo4ff,Qnxxm Mucthjr,978-2422500399,1950,2.9,1474,"['Classics', 'History', 'Science Fiction']",172,German,Publisher 18,7.29641326877392,False,Low,1950,3,2.9,1
The Bxoogt,Zeopzb Hxinnql,978-9331470206,1937,4.9,1067,"['Mystery', 'Biography']",259,Chinese,Publisher 43,6.9735430195201396,True,High,1930,2,4.9,1
The Yuveyf,Fhepmdlr Asray,978-1981263762,1901,3.4,1629,"['Biography', 'Classics', 'Romance']",310,English,Publisher 14,7.396335293800807,False,Medium,1900,3,3.4,1
An Yhv83d,Qwurpiwh Gaioofr,978-8989654174,2019,1.2,2380,"['History', 'Biography']",473,Chinese,Publisher 42,7.7752758464868625,False,Low,2010,2,1.2,1
The 3n4l6j,Fxksbvd Siredhhx,978-2219321224,2007,2.2,3183,['Mystery'],272,French,Publisher 24,8.065893546964274,False,Low,2000,1,2.2,1
An Hbyd8n,Yxktyhp Fuqqyo,978-1789541760,1973,3.5,425,"['Non-Fiction', 'Fiction']",139,Spanish,Publisher 32,6.05443934626937,False,Medium,1970,2,3.5,1
The Ptccw6,Yegxawek Owylfop,978-1765775022,1948,1.2,362,['Biography'],54,Spanish,Publisher 23,5.8944028342648505,False,Low,1940,1,1.2,1
A H7oteo,Hszwirwt Qvecds,978-7013418373,1952,2.7,2107,['Fiction'],557,German,Publisher 45,7.653494909661252,False,Low,1950,1,2.7,1
An Tmbokr,Wwtjys Ervkurne,978-9749899236,1963,2.3,2851,"['History', 'Mystery', 'Romance']",863,Spanish,Publisher 37,7.955775781534186,False,Low,1960,3,2.3,1
My Lziph8,Fjmce Vawgxi,978-8440879791,1928,4.9,2716,"['Thriller', 'Romance', 'Science Fiction']",353,Spanish,Publisher 32,7.907283609426347,True,High,1920,3,4.9,1
The 3x3ehm,Gmnfy Ecdhmfb,978-7687220481,1901,3.3,3047,"['Thriller', 'Romance']",51,Chinese,Publisher 7,8.022240916806537,False,Medium,1900,2,3.3,1
An Vxeukx,Btnovjpm Uehqmze,978-6540373834,1917,1.0,4917,"['Biography', 'Thriller']",634,Spanish,Publisher 11,8.500657222776137,False,Low,1910,2,1.0,1
My Xm2crg,Uzajgd Setkbdz,978-7014673695,1982,3.9,453,"['Mystery', 'Science Fiction', 'Thriller']",130,Chinese,Publisher 26,6.118097198041347,False,Medium,1980,3,3.9,1
My Qsor3y,Jbgiross Wafhtjb,978-2590841860,1918,3.4,1900,"['History', 'Romance', 'Biography']",180,French,Publisher 3,7.550135342488429,False,Medium,1910,3,3.4,1
A Rbepis,Zjdpule Npbkhm,978-1640265027,1957,4.8,2705,"['Biography', 'Science Fiction', 'Romance']",664,English,Publisher 33,7.903226808730733,True,High,1950,3,4.8,1
A Koalmi,Bobqtw Xwzgt,978-3138039036,1968,4.4,1893,"['Fantasy', 'Classics', 'Non-Fiction']",605,German,Publisher 1,7.546446273746024,True,High,1960,3,4.4,1
My O5c1ch,Lqxpr Kkhzegj,978-8258178939,1914,4.7,1016,"['Thriller', 'Biography', 'History']",127,English,Publisher 22,6.92461239604856,True,High,1910,3,4.7,1
An Mdi8y5,Sexjj Arkxo,978-3148291598,1959,5.0,3230,"['Thriller', 'History']",173,Chinese,Publisher 22,8.080546965824498,True,High,1950,2,5.0,1
A Jideuu,Cjnteuy Usxfxovk,978-4449637441,1977,1.2,3175,"['Mystery', 'Biography', 'Classics']",131,French,Publisher 38,8.063377822367027,False,Low,1970,3,1.2,1
A 9pup2z,Xhxnvoa Rbzgt,978-1561174878,1922,1.9,774,"['Romance', 'Classics', 'Thriller']",688,Spanish,Publisher 37,6.652863029353346,False,Low,1920,3,1.9,1
The B00npa,Nzoece Vnmts,978-4935666400,1981,1.1,4447,['Romance'],207,French,Publisher 39,8.400209835930418,False,Low,1980,1,1.1,1
The Ww0zei,Bcyuvg Bunojoo,978-6187539347,2023,4.9,203,['Romance'],386,French,Publisher 46,5.318119993844216,True,High,2020,1,4.9,1
A S9vpvk,Onqzui Sowiu,978-3829308378,1943,4.0,1714,"['Romance', 'Fantasy']",844,English,Publisher 41,7.44716835960004,True,Medium,1940,2,4.0,1
An Z0gtei,Luqea Mlwzy,978-5982915761,1961,2.5,261,"['Romance', 'Classics']",621,Spanish,Publisher 18,5.568344503761097,False,Low,1960,2,2.5,1
My Vpl7en,Kyzcau Fyxsee,978-4881835813,1951,2.0,2372,['Thriller'],209,Spanish,Publisher 30,7.771910256435763,False,Low,1950,1,2.0,1
