title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher
The Tpewps,Wcukfsnc Zcxtbkg,978-1208397820,2001,2.8,2624,"['History', 'Romance', 'Fantasy']",588,Chinese,Publisher 39
A Npq7k8,Oolwjxq Oamons,978-5455868649,1923,4.7,4683,"['Science Fiction', 'Mystery']",881,German,Publisher 17
The Tfyz2a,Pvdif Ylcrebyt,978-4840046282,1926,4.8,4377,"['Romance', 'Fiction']",462,Spanish,Publisher 4
A Vficog,Tqubt Jrflbsw,978-8514574916,1948,3.0,4236,['Biography'],551,French,Publisher 25
A Vcz4up,Ccznt Krgbb,978-1423819036,1921,3.5,691,"['Mystery', 'Non-Fiction', 'Science Fiction']",789,Spanish,Publisher 11
A Dtvvge,Uvxkqu Ehonuwv,978-4104946573,2024,1.8,2437,"['Fiction', 'Thriller']",939,Chinese,Publisher 21
An Cxxpw0,Nrxweaa Jnlfgagd,978-7190723306,1935,3.3,1253,['Romance'],781,English,Publisher 27
A Djj4sq,Oygie Wxynkg,978-5417110736,1980,3.7,3917,"['Biography', 'Fantasy', 'Thriller']",852,Spanish,Publisher 32
An Wlksdd,Wlhny Zdkiitbl,978-4957165656,1948,3.2,1324,['Non-Fiction'],262,French,Publisher 32
A 2npttw,Vxbnb Jlptlu,978-8845962187,1946,3.8,3465,"['Non-Fiction', 'Science Fiction', 'Fantasy']",834,Chinese,Publisher 49
My Hbtivc,Fzpjnw Sofck,978-6099752817,1919,4.4,1259,['Non-Fiction'],86,German,Publisher 5
An R6kqvj,Fablpfc Ephqvrif,978-7153402174,1930,1.3,2347,"['Classics', 'History']",458,Spanish,Publisher 33
My Zmgzdv,Vosqipo Bdjoqte,978-1820941824,1964,3.1,2875,"['History', 'Classics', 'Biography']",590,Chinese,Publisher 39
My Jkfxjt,Emwlhv Tdjmhp,978-2726305764,1917,4.8,3359,['Thriller'],341,Spanish,Publisher 43
An Qfjtyf,Uqhhyoy Pgcxydqo,978-7969596721,1996,3.1,4160,"['Fiction', 'Thriller']",641,Chinese,Publisher 8
A Zmuugs,Xvvxcv Tatns,978-6079283371,1908,3.8,4739,['Thriller'],492,Spanish,Publisher 1
A Jjt3gq,Ptbehhko Ztjzcle,978-7805545061,1968,3.4,2146,['Fantasy'],255,French,Publisher 3
The Zgyqb0,Gnuojaa Mleolubm,978-3017672689,1913,4.9,2559,"['Biography', 'Non-Fiction', 'History']",237,Spanish,Publisher 45
My Fyys9y,Lfetbga Bqsbqhl,978-4879658442,1933,1.2,1781,"['Thriller', 'Biography']",366,Spanish,Publisher 8
An Oepcnt,Isvyhx Toigaffi,978-4807586204,1903,1.0,2323,"['Thriller', 'Fantasy', 'Mystery']",646,Chinese,Publisher 1
My Wasxsl,Glposei Ilcdacyr,978-6459114046,1990,3.4,4210,['Fiction'],805,Chinese,Publisher 10
A 1rnli5,Lrpwyj Uiysvv,978-4668645806,1917,1.7,1869,"['Science Fiction', 'Biography']",532,English,Publisher 49
An Tlhckt,Drxnu Jajndmnv,978-4704791810,1932,4.3,30,"['Science Fiction', 'Fiction', 'Non-Fiction']",287,German,Publisher 47
An Mwywi7,Sapknlse Jjsdle,978-6615569743,1993,4.7,737,"['Non-Fiction', 'Romance', 'Classics']",687,French,Publisher 3
An 35rltg,Zholwh Gcsktmt,978-3474409453,2016,3.2,3346,"['History', 'Biography']",554,English,Publisher 19
A Owzeap,Jbmrox Olmtgipg,978-9116180313,1964,4.9,2725,"['Fantasy', 'Biography']",525,Chinese,Publisher 10
The Zwnhm6,Sjdww Tjmtir,978-1130123752,1904,2.4,1788,['Science Fiction'],339,English,Publisher 18
A Orlmgx,Caqykdhq Voegjo,978-9954291842,1911,1.5,2277,"['Fantasy', 'History']",527,German,Publisher 13
An Qa9w6k,Hetfy Cusjly,978-6597301972,1924,2.4,3596,['Biography'],400,English,Publisher 32
An Cp000k,Qayereh Vhahkeh,978-2577111985,1933,1.1,3485,"['Fiction', 'History', 'Thriller']",678,German,Publisher 4
An Ns4zk7,Ckefjhu Xyoslffr,978-3822844033,2005,1.1,2798,['Romance'],393,Spanish,Publisher 16
An 3mxecb,Inppyc Jhtvj,978-3515598032,2013,1.8,1241,"['Biography', 'History', 'Science Fiction']",428,French,Publisher 33
The Hf2k93,Falzm Kjobx,978-3895925234,1930,1.7,976,['Classics'],315,Spanish,Publisher 48
A Drdea6,Ioezr Kvowim,978-1299337918,1954,4.7,2233,"['Fantasy', 'History', 'Mystery']",847,Spanish,Publisher 5
My Czvyvi,Grkvs Cipzzbj,978-7600402419,1939,2.6,1147,['Thriller'],522,English,Publisher 49
My 4nafvx,Gevrtdg Pvurm,978-9655817311,1998,2.7,1403,"['Romance', 'Mystery']",641,German,Publisher 33
An L6hzjx,Ogcgnac Npbpcc,978-5848252022,1907,3.4,3942,"['Thriller', 'Non-Fiction', 'Fiction']",281,English,Publisher 19
The Joox6f,Spslgzu Tvcpq,978-8071981779,2016,4.6,1470,"['Biography', 'Romance']",145,German,Publisher 24
An Jehfmj,Sqyhpo Hxtlnlf,978-2847998652,1943,3.0,560,"['Fantasy', 'Biography']",588,German,Publisher 32
An Wbhkee,Ddjbxwct Dafwfe,978-8512246404,2002,3.9,1039,"['Fantasy', 'History', 'Thriller']",808,French,Publisher 18
My 5qbk1r,Wskfazks Tjxpu,978-2760941386,1914,3.5,4118,"['Mystery', 'Non-Fiction', 'Thriller']",360,Chinese,Publisher 44
My Vaft0b,Hpbvou Liligl,978-5497718711,1983,2.7,1956,"['Classics', 'Fiction']",384,English,Publisher 6
My Uetidv,Taxaje Sikvspbw,978-8366781403,1954,3.7,2636,"['Mystery', 'Classics']",230,English,Publisher 29
The Y6d8lw,Kexsu Entxix,978-6289873407,1970,1.2,4703,"['Fiction', 'Biography', 'Romance']",628,German,Publisher 46
The Ivt6nd,Jsndhxv Gkrwal,978-1832002937,2006,2.2,3419,['Romance'],677,Spanish,Publisher 6
A Aeiagw,Ephohc Esazbidw,978-6940087107,1965,1.4,2978,['Non-Fiction'],486,Spanish,Publisher 47
An Jkchux,Dwaktcu Rvpyq,978-7816000372,2010,1.7,2125,"['Classics', 'Fiction', 'Fantasy']",709,Chinese,Publisher 38
A Kthofi,Vxaujgqa Agsywjyv,978-3298908154,1958,5.0,1852,['Fiction'],479,Chinese,Publisher 50
A Enfuoz,Ismhrpn Efiswkjr,978-2857134124,2022,1.4,2074,['Romance'],610,English,Publisher 13
My Iri9ql,Uocrypp Oikktes,978-7892228465,1944,2.9,679,"['Science Fiction', 'Thriller', 'History']",697,Spanish,Publisher 22
The Vmsdcg,Mkmmath Aorodcz,978-4088628092,2012,2.5,980,"['History', 'Romance', 'Non-Fiction']",933,German,Publisher 16
An Jhylgd,Mcfgebpi Qmzxi,978-8882891166,1919,4.2,2290,"['Fiction', 'Science Fiction', 'Romance']",857,English,Publisher 49
A Rrqlta,Qllzpfq Bljlfvbu,978-8961064615,1930,4.5,1520,"['Science Fiction', 'Romance', 'Fiction']",524,Chinese,Publisher 38
The Z7gh0g,Xkvwfiw Zqvlqnmx,978-6033541320,1985,1.1,2350,['Fiction'],961,German,Publisher 37
My 2wztwf,Avggdpv Crrvgp,978-7034603964,2013,1.3,2535,"['Non-Fiction', 'Fiction', 'Romance']",391,Spanish,Publisher 45
An 86lvrw,Cueuf Feaznvzm,978-6193120870,1957,2.6,48,"['Fantasy', 'History', 'Fiction']",320,English,Publisher 33
My Fmgyjy,Btwwadkn Gsveiyr,978-8445856776,1986,1.5,1703,"['Classics', 'Science Fiction']",642,Spanish,Publisher 24
A Y2gkue,Opuualeu Dimljt,978-1177741305,1930,1.3,2848,['Romance'],715,English,Publisher 1
An Yycf02,Ifmic Mbgzwzp,978-2928241456,2014,3.7,1720,['Romance'],979,Spanish,Publisher 17
A Zxyna5,Ozzudwpj Uducpe,978-2158627634,2002,2.7,4722,"['History', 'Mystery', 'Fantasy']",376,Spanish,Publisher 1
A Pjoafh,Wazdc Mhlod,978-1224120976,1921,2.9,1914,['Non-Fiction'],309,German,Publisher 7
An Dhfwen,Uihpvcxj Lnjqqvf,978-6851391255,1965,1.9,1349,"['Mystery', 'Fiction']",253,English,Publisher 20
My Vbhlci,Lasdd Kcrtlnyf,978-3946686048,1935,4.9,4503,"['Fiction', 'Classics']",236,German,Publisher 13
A O2gz6o,Tbbggqkj Ovgziij,978-3725294697,1911,2.5,1167,"['History', 'Fiction']",189,German,Publisher 13
An Gx9li4,Rakel Mcvxka,978-6497888899,1927,5.0,1594,"['Fiction', 'Fantasy']",839,English,Publisher 39
A 10mbi5,Zujtn Gdsket,978-2054307049,2010,2.4,1968,"['Biography', 'Thriller']",205,Spanish,Publisher 17
A Paub06,Gasnxz Hwdpgaj,978-7245174627,1951,3.5,381,"['Biography', 'Mystery']",215,German,Publisher 35
An Acyckk,Rcuqg Yhjey,978-7814061576,2014,1.6,4931,"['Science Fiction', 'History']",942,Chinese,Publisher 13
A D52zm7,Ihnxtvm Upodeifz,978-2613993864,1959,5.0,2219,['Fantasy'],509,French,Publisher 45
My Easbcw,Nxnews Zgddmw,978-8100312876,1959,2.4,897,"['History', 'Science Fiction']",746,Chinese,Publisher 31
The Rkvmnh,Pdgbqm Ndnqnl,978-4631115220,1986,1.8,414,"['Non-Fiction', 'Biography', 'Classics']",201,English,Publisher 34
The Sxo4ff,Qnxxm Mucthjr,978-2422500399,1950,2.9,1474,"['Classics', 'History', 'Science Fiction']",172,German,Publisher 18
The Bxoogt,Zeopzb Hxinnql,978-9331470206,1937,4.9,1067,"['Mystery', 'Biography']",259,Chinese,Publisher 43
The Yuveyf,Fhepmdlr Asray,978-1981263762,1901,3.4,1629,"['Biography', 'Classics', 'Romance']",310,English,Publisher 14
An Yhv83d,Qwurpiwh Gaioofr,978-8989654174,2019,1.2,2380,"['History', 'Biography']",473,Chinese,Publisher 42
The 3n4l6j,Fxksbvd Siredhhx,978-2219321224,2007,2.2,3183,['Mystery'],272,French,Publisher 24
An Hbyd8n,Yxktyhp Fuqqyo,978-1789541760,1973,3.5,425,"['Non-Fiction', 'Fiction']",139,Spanish,Publisher 32
The Ptccw6,Yegxawek Owylfop,978-1765775022,1948,1.2,362,['Biography'],54,Spanish,Publisher 23
A H7oteo,Hszwirwt Qvecds,978-7013418373,1952,2.7,2107,['Fiction'],557,German,Publisher 45
An Tmbokr,Wwtjys Ervkurne,978-9749899236,1963,2.3,2851,"['History', 'Mystery', 'Romance']",863,Spanish,Publisher 37
My Lziph8,Fjmce Vawgxi,978-8440879791,1928,4.9,2716,"['Thriller', 'Romance', 'Science Fiction']",353,Spanish,Publisher 32
The 3x3ehm,Gmnfy Ecdhmfb,978-7687220481,1901,3.3,3047,"['Thriller', 'Romance']",51,Chinese,Publisher 7
An Vxeukx,Btnovjpm Uehqmze,978-6540373834,1917,1.0,4917,"['Biography', 'Thriller']",634,Spanish,Publisher 11
My Xm2crg,Uzajgd Setkbdz,978-7014673695,1982,3.9,453,"['Mystery', 'Science Fiction', 'Thriller']",130,Chinese,Publisher 26
My Qsor3y,Jbgiross Wafhtjb,978-2590841860,1918,3.4,1900,"['History', 'Romance', 'Biography']",180,French,Publisher 3
A Rbepis,Zjdpule Npbkhm,978-1640265027,1957,4.8,2705,"['Biography', 'Science Fiction', 'Romance']",664,English,Publisher 33
A Koalmi,Bobqtw Xwzgt,978-3138039036,1968,4.4,1893,"['Fantasy', 'Classics', 'Non-Fiction']",605,German,Publisher 1
My O5c1ch,Lqxpr Kkhzegj,978-8258178939,1914,4.7,1016,"['Thriller', 'Biography', 'History']",127,English,Publisher 22
An Mdi8y5,Sexjj Arkxo,978-3148291598,1959,5.0,3230,"['Thriller', 'History']",173,Chinese,Publisher 22
A Jideuu,Cjnteuy Usxfxovk,978-4449637441,1977,1.2,3175,"['Mystery', 'Biography', 'Classics']",131,French,Publisher 38
A 9pup2z,Xhxnvoa Rbzgt,978-1561174878,1922,1.9,774,"['Romance', 'Classics', 'Thriller']",688,Spanish,Publisher 37
The B00npa,Nzoece Vnmts,978-4935666400,1981,1.1,4447,['Romance'],207,French,Publisher 39
The Ww0zei,Bcyuvg Bunojoo,978-6187539347,2023,4.9,203,['Romance'],386,French,Publisher 46
A S9vpvk,Onqzui Sowiu,978-3829308378,1943,4.0,1714,"['Romance', 'Fantasy']",844,English,Publisher 41
An Z0gtei,Luqea Mlwzy,978-5982915761,1961,2.5,261,"['Romance', 'Classics']",621,Spanish,Publisher 18
My Vpl7en,Kyzcau Fyxsee,978-4881835813,1951,2.0,2372,['Thriller'],209,Spanish,Publisher 30
A Ynvbhq,Bujtpi Mopyyn,978-3279039760,1989,3.8,4480,"['Fiction', 'Thriller', 'History']",372,Spanish,Publisher 19
The Ttfcpe,Byidcg Rwumilwm,978-2038510218,1979,3.6,69,['History'],204,Chinese,Publisher 22
My 2x3hdx,Ueewp Ifssrf,978-8682936558,1967,2.6,108,"['Thriller', 'Fiction']",185,German,Publisher 48
An Qjhhyx,Shyebfuz Cgwkvw,978-9384382290,1964,1.0,3910,"['History', 'Romance', 'Biography']",65,Spanish,Publisher 25
A Ohm2fx,Rznyw Giblqk,978-6708901266,1988,2.8,3957,['History'],763,French,Publisher 11
My Jl1rlz,Mmqpiw Gyutyd,978-5979281293,2007,3.7,4076,"['Romance', 'Non-Fiction']",517,French,Publisher 23
An Nvao8e,Mujprpz Mgyjoifq,978-3459126951,1974,4.9,3586,"['Biography', 'Fiction', 'Fantasy']",507,French,Publisher 41
The Oh82ua,Fstgpn Sqvoaak,978-1430035701,1941,1.6,4599,['Non-Fiction'],323,Chinese,Publisher 41
The Pv4fzs,Uvwhhy Ukhja,978-8499037869,1992,2.9,3774,"['Biography', 'Thriller', 'Mystery']",734,French,Publisher 35
My 13umwx,Tuaiu Xvbybff,978-5724946018,1973,4.5,1765,"['Non-Fiction', 'History']",825,English,Publisher 38
The D6qr6h,Cojoc Icviju,978-5758607233,1962,4.5,572,['History'],768,Spanish,Publisher 6
The Zmgyv3,Tgrqyfa Demiz,978-5835111065,1939,4.6,3716,"['Romance', 'Classics']",751,Spanish,Publisher 30
My Jgivxz,Kzxtvhca Evqkf,978-9395300141,2013,4.5,1959,"['Biography', 'History']",705,English,Publisher 23
An 4vj0m0,Vxulw Tzphsngy,978-2939319883,1980,4.8,2469,"['Biography', 'Thriller']",968,Spanish,Publisher 35
The 4xtuju,Euarp Lilmx,978-3615560754,1934,3.7,2935,"['History', 'Non-Fiction', 'Fiction']",145,Spanish,Publisher 32
My Oeunxn,Miawhic Pkgvek,978-8719734717,2024,1.6,4374,['History'],444,French,Publisher 38
An 7zv2kd,Ungxid Vpkotrs,978-8634539615,1914,3.3,1025,"['Mystery', 'Biography']",835,Spanish,Publisher 36
A Jzd87o,Icvsfmqr Brlalea,978-3991620632,1987,4.4,1264,"['Thriller', 'Classics', 'Non-Fiction']",812,Chinese,Publisher 21
My 7fvsf5,Vtpshrbi Zmkaucf,978-2962977481,1906,4.3,488,['Thriller'],627,Spanish,Publisher 4
A Soehbl,Lcgzqyy Bdbnbkcm,978-8719333735,1917,2.3,2764,"['Non-Fiction', 'Thriller', 'Mystery']",146,German,Publisher 37
An Uhf9r2,Slpvmyf Mfifj,978-6410133168,2006,1.7,311,"['Mystery', 'Fiction']",837,French,Publisher 12
My Khgfes,Fbyidomq Fuhsdl,978-5992244597,1966,1.3,1034,['Non-Fiction'],378,French,Publisher 24
An S67nih,Ftmqm Kgbka,978-2952793131,1974,4.8,3911,"['Fiction', 'Non-Fiction', 'Romance']",569,German,Publisher 15
The Tbe01i,Vsejgip Yfizhkf,978-8492440265,2021,3.2,4883,"['Fantasy', 'Thriller', 'Non-Fiction']",301,Spanish,Publisher 44
The Czenrk,Datyssqs Wrjsji,978-7736203714,1974,1.8,1741,['Thriller'],670,French,Publisher 35
The Mvh5ja,Xghfk Lgcrgyy,978-7964969171,1935,5.0,3260,"['Biography', 'Romance']",434,Spanish,Publisher 28
An Ulqaas,Zghhnh Nmbbgv,978-7138184341,2013,1.8,1132,"['Biography', 'Science Fiction']",831,German,Publisher 43
A Ianjdt,Vxhmejob Cbzzoehr,978-6674137240,1911,4.3,2939,"['Fiction', 'History']",831,Spanish,Publisher 35
The 4ljwft,Ynddep Flnful,978-3023694214,1920,1.8,4708,"['Romance', 'History', 'Non-Fiction']",114,German,Publisher 45
My Vaj5aa,Bgdrul Snpzji,978-4722872444,1973,2.4,2845,"['Mystery', 'Thriller', 'Classics']",403,French,Publisher 46
The Kyhbg0,Rhscyma Amsns,978-6134509136,2020,2.2,1102,"['Thriller', 'Science Fiction', 'Fiction']",958,Spanish,Publisher 36
A Cowzkj,Vfxhjd Dulkk,978-3146465512,1957,3.5,3918,"['Mystery', 'Romance']",242,Chinese,Publisher 27
An Ihzbap,Vmnggrr Ypqfwin,978-7166302835,1931,4.8,4795,"['Thriller', 'Biography']",511,Chinese,Publisher 14
A K68fax,Ygwsyln Iibmeq,978-6144499605,1973,3.2,589,"['Science Fiction', 'History', 'Biography']",342,English,Publisher 33
A R85trh,Kpadub Wlnibxg,978-2741582049,1949,4.5,2333,['History'],884,French,Publisher 31
The Vrhwje,Yizetmgy Ldzyhb,978-7955444355,1927,1.5,4406,['Thriller'],831,Chinese,Publisher 23
My Knx9sb,Jqthuq Splzmeuy,978-3159426770,1983,3.5,2370,"['Romance', 'Mystery', 'Thriller']",466,Chinese,Publisher 39
A Cpk3sg,Crbrs Ohezmfih,978-9753220606,1942,3.0,3695,"['Classics', 'Thriller', 'Mystery']",984,Spanish,Publisher 2
The Lh2h74,Bigwhgu Xvvmd,978-3379050696,2004,3.6,2877,"['Fiction', 'Science Fiction', 'Biography']",979,English,Publisher 48
My Cdzjt5,Ptczukow Qvsrqfw,978-9659501222,1968,1.7,3408,"['Mystery', 'Fiction', 'Classics']",129,French,Publisher 4
The Hos0bt,Plcvze Hivtbtb,978-9807685010,1941,4.9,512,"['Science Fiction', 'Thriller', 'Fiction']",741,Chinese,Publisher 12
An Uo5vf6,Sekhiiab Bjmhb,978-5531229929,1964,2.6,1070,['Fiction'],765,English,Publisher 32
An Mrehmb,Rnbniat Miwlrfr,978-1986590414,1956,2.8,602,"['Biography', 'Fiction']",774,French,Publisher 25
A Y3esbx,Mtyic Ngpyii,978-8888266016,1981,4.0,2480,"['Classics', 'Fiction']",794,French,Publisher 32
A Kkne4a,Fiuot Hkgpsg,978-2767556182,1981,4.5,2354,"['Fantasy', 'Non-Fiction', 'Biography']",276,English,Publisher 9
The 40u7qf,Rlxqxtwx Eqduvkmx,978-4261388687,1943,1.7,30,"['Science Fiction', 'Mystery']",481,German,Publisher 1
A Nt6isr,Tggkttt Qxqjxjn,978-2416513668,1937,3.9,3293,['Classics'],307,Spanish,Publisher 35
A X12r0u,Ccqauwf Zvwvxpc,978-9174729540,1985,3.8,1453,"['Mystery', 'Fantasy', 'Classics']",979,Chinese,Publisher 18
An Codrzi,Kylzfkj Suakzecv,978-5185204001,1920,4.4,4777,['History'],227,Spanish,Publisher 6
An Xnzwcq,Mwoql Gggcjsvy,978-3348886373,1941,2.6,4949,['Non-Fiction'],112,English,Publisher 12
My Ufg90j,Aeywqujn Jnhcx,978-4497693932,2002,2.3,2879,['Biography'],932,English,Publisher 11
A 0fbjg5,Bkrzm Ajmrvjkb,978-5044235472,1971,3.2,3017,['Fiction'],997,French,Publisher 20
My Qdn0dk,Knxjzhf Nhcjiya,978-4792326682,1948,1.1,1270,['Romance'],771,Chinese,Publisher 17
My Zevwjv,Hywwldo Txzbyxqg,978-6031003122,1931,4.1,250,['Thriller'],994,French,Publisher 8
My X4dbaw,Lrhis Bxsto,978-7990893740,1957,1.7,3252,['Fiction'],574,Spanish,Publisher 5
A Leyma4,Fmpqxh Gijhcv,978-3855372015,2002,4.3,3059,"['Mystery', 'Fiction']",999,French,Publisher 48
The Ihelxg,Oafgzmya Pofjls,978-5925359008,1909,4.4,4974,['Fantasy'],551,English,Publisher 9
A Zqeeus,Uhjnfg Lzvdlsk,978-8010930572,1974,1.5,4929,"['Science Fiction', 'Fiction']",304,German,Publisher 44
My Jhfeij,Yxnnncg Esvnjpx,978-3673950596,2011,4.9,2833,['Classics'],325,English,Publisher 14
An Ooj0zg,Likprooc Qdvfjwvu,978-3376175238,1942,3.3,1371,"['Fantasy', 'Biography']",99,Spanish,Publisher 39
My Ivypib,Bjztkq Yqbie,978-9307290019,1974,4.6,442,"['History', 'Science Fiction', 'Non-Fiction']",914,French,Publisher 10
An Vevs5c,Wxymwlvx Njjcpdko,978-7662973230,1970,2.2,1061,['Science Fiction'],552,French,Publisher 44
An M84pmg,Rzkbfv Anxjdww,978-2365965890,1949,4.6,2874,['History'],853,Chinese,Publisher 4
The W4lkfk,Lihzf Mgcmpao,978-5763558308,1904,4.4,3659,"['Classics', 'History', 'Romance']",918,German,Publisher 19
My Ubkz4c,Pjiteb Hfumtdj,978-7791841804,1932,2.5,2474,"['Non-Fiction', 'Thriller', 'Fiction']",538,Chinese,Publisher 45
The 539yb4,Vlpnvxb Gmsdmvlt,978-1756385709,2011,2.8,2561,['Fantasy'],395,Chinese,Publisher 50
An Gauno4,Aijdqvia Gfxtw,978-5630655836,1930,2.3,4768,['Science Fiction'],687,Spanish,Publisher 4
A Pnwxlx,Jwdrhdp Ixtnxppl,978-2359277081,1997,4.1,4670,"['Science Fiction', 'Romance', 'Non-Fiction']",957,German,Publisher 7
A 3y2anw,Awwqt Wdkuabv,978-6082785042,1983,5.0,2304,"['Fantasy', 'Classics']",792,French,Publisher 11
An H9erko,Wzonquyf Wonrl,978-1293590333,2000,5.0,4491,['Romance'],366,French,Publisher 50
A Ynax7o,Dwndqwpr Siickxy,978-2100144522,2016,1.5,4735,['Science Fiction'],296,Chinese,Publisher 11
The 7lyk4t,Vqizxxx Hczzcz,978-3571630763,1954,1.7,3088,['Classics'],731,French,Publisher 3
An Lafsnk,Fskgeu Zbualb,978-6017050732,1977,2.5,703,"['Biography', 'Romance', 'Fantasy']",359,Spanish,Publisher 35
A Zjvsbc,Mqmymz Mpkruvwd,978-2079654178,1927,3.0,3611,"['Science Fiction', 'Fantasy']",531,English,Publisher 3
An Utlc9f,Scvlr Twppm,978-5741243835,1908,1.8,4860,['Mystery'],317,Spanish,Publisher 3
A Tm1pid,Pecrugvc Ketswzfd,978-5100929118,2002,3.1,1677,['Mystery'],259,Spanish,Publisher 8
My Fr4ubv,Enzjivf Rhpkafzn,978-8880606927,1913,2.9,3646,['Romance'],262,English,Publisher 46
An Aq1c8j,Pidjar Wzfekzdu,978-2829682217,1913,4.7,2719,['History'],559,French,Publisher 14
The Coksta,Jkucdhve Eezbpt,978-9617381210,1909,1.6,671,['Thriller'],715,Spanish,Publisher 15
My Lamxpy,Jybtqrc Zoqvlg,978-4974655125,1954,2.7,2027,['Fantasy'],828,Chinese,Publisher 15
An Vwqdkl,Bfwvf Luccm,978-8556720926,2018,2.2,814,['Fiction'],388,German,Publisher 38
The Wjjnj9,Ylxsolk Rdnudyl,978-6542002206,1930,1.9,2536,"['Classics', 'Fiction', 'History']",827,French,Publisher 3
My Xdf5q2,Rrsbiz Mtuzbrjy,978-5094342501,1991,4.4,1680,"['Thriller', 'Science Fiction']",940,German,Publisher 33
My W0lugk,Vwtmai Aebfgf,978-5800080677,1937,3.2,1615,"['Science Fiction', 'Romance', 'Classics']",548,French,Publisher 19
An J3krsx,Lsudh Oykhdhxv,978-6805485848,1973,4.8,3926,['Romance'],960,Chinese,Publisher 11
My L5izes,Wyvkd Wxxmw,978-6917716565,1915,2.3,1355,"['Thriller', 'Classics', 'Romance']",320,Spanish,Publisher 34
The Cbkfid,Menhsqef Bucdder,978-7707743429,1901,4.4,3775,"['Fiction', 'Mystery']",835,Chinese,Publisher 24
A Ud6rhm,Sqeucb Ydiyifv,978-2368133721,1934,1.5,155,"['Biography', 'History', 'Science Fiction']",425,Spanish,Publisher 23
An X8ih7t,Gzkct Qxwta,978-5886170385,1982,4.8,1110,"['Fantasy', 'Mystery', 'Classics']",95,French,Publisher 48
My 0dzdkq,Hqwta Lekrqulw,978-5247180849,1966,4.2,656,"['Thriller', 'Mystery']",466,Spanish,Publisher 10
The Awo5ok,Ctqybl Qntjzrjz,978-4078417653,1976,3.1,911,"['Classics', 'Science Fiction', 'Non-Fiction']",145,Chinese,Publisher 30
A J32l18,Iiaeg Jjtuf,978-4624410736,1969,4.6,4593,"['Science Fiction', 'Classics']",313,Spanish,Publisher 24
A Cpi2uj,Mstiigch Ytrcr,978-6695118703,2005,2.9,1290,['History'],247,Spanish,Publisher 48
The 7aywrd,Nqpfec Cnzicwk,978-5077609267,1919,4.8,4489,"['Non-Fiction', 'Thriller', 'History']",483,French,Publisher 50
The Visk8a,Nhczfwzk Vmqps,978-2943295550,1952,3.1,258,['Romance'],314,Spanish,Publisher 22
My Zfuxao,Sfwtn Iifqqqc,978-9787212458,1916,3.8,1506,"['Science Fiction', 'Biography', 'Fantasy']",388,English,Publisher 25
My Tdtpo1,Efjloyrb Mrrglagh,978-1241887609,1987,3.5,4981,"['History', 'Fantasy', 'Fiction']",370,Spanish,Publisher 25
An 1hnqro,Spjmpraj Gjijykml,978-8885509829,1952,4.9,182,['Fiction'],725,Chinese,Publisher 33
My Jk21an,Wagknt Odqtv,978-5680520086,1900,3.7,3502,"['Fantasy', 'Thriller']",184,English,Publisher 49
The Ndn2iq,Zdemm Knlhjnb,978-6099593646,1998,2.2,1904,"['Biography', 'Classics', 'Thriller']",65,German,Publisher 50
The Oftwis,Wqbztfk Fzleg,978-7740724168,1911,4.1,2999,['Science Fiction'],939,Spanish,Publisher 38
My Wunkiq,Ipjvdwl Shlfl,978-2824701109,1962,3.4,2497,['Biography'],915,Chinese,Publisher 5
An Kz430d,Alulf Hswdscm,978-9993078565,1978,4.9,1412,"['Fantasy', 'Non-Fiction']",315,French,Publisher 48
My Uqsz3q,Grezgy Uwpfrgy,978-4617441661,2014,2.6,4031,"['Thriller', 'Fantasy', 'Biography']",453,French,Publisher 10
The 6bn0mw,Cvyqam Zdcbpbzo,978-5800751611,2023,1.2,3679,['History'],684,English,Publisher 12
My Xjy1e7,Bmuool Dkmmjvoj,978-2895284715,1960,3.0,4844,"['History', 'Mystery']",128,English,Publisher 26
A Xvr6pd,Pobhvqk Uxtltpf,978-8786438129,1940,4.1,2769,"['Fantasy', 'History', 'Non-Fiction']",81,English,Publisher 13
An 04kbc7,Usjzhzo Pkvqugoy,978-6138773398,1921,2.5,897,"['Fantasy', 'History', 'Classics']",845,German,Publisher 31
My Gtgonw,Ewpjtqy Mjzex,978-3987166311,1987,2.3,598,"['Mystery', 'History', 'Romance']",994,German,Publisher 11
The Lbw3xj,Zepjenr Wjrjzb,978-5647864483,2000,4.2,3917,['Science Fiction'],58,Spanish,Publisher 43
The Lk8ru1,Dgoqts Uuubjac,978-8101897350,1975,2.1,412,"['Fantasy', 'Thriller']",622,German,Publisher 26
An L6inhg,Arazpcau Aazbce,978-6568641141,1912,2.5,953,"['History', 'Biography']",744,Spanish,Publisher 1
An Antkl2,Prgqs Wadgdkv,978-8174165338,1949,4.7,414,['Fiction'],953,German,Publisher 45
A Tklkzh,Mqmwoyz Adzea,978-2019463715,1950,1.4,3626,['Biography'],502,German,Publisher 10
My Tyjgom,Skkobrxt Oftlxo,978-2245838159,1993,3.0,1620,"['Fantasy', 'Thriller']",118,Spanish,Publisher 15
A Jwfhte,Zjbqs Vgjxl,978-2208562376,1973,3.2,58,"['Fantasy', 'Science Fiction', 'Romance']",872,French,Publisher 44
An Lsucmw,Bkhaibz Kfcvk,978-4482732564,1901,2.0,2358,"['Thriller', 'Romance']",212,Chinese,Publisher 8
